Description,AverageCost ,MinCost ,MaxCost ,Occurrences,Total,RowsBelow
Other Respiratory Disorders without Interventions,869.3192382,541.2397253,1265.743553,66485,43272751.36,3
Other Specified Diagnostic Imaging of Digestive Tract,241.2562064,241.2562064,241.2562064,7191,1734873.38,1
Other Specified Diagnostic Imaging of Other Sites,317.5949568,163.6171045,406.9910726,26179,9630171.97,3
Oximetry or Blood Gas Studies,204.026949,204.026949,204.026949,70961,14477956.33,1
Oxygen Assessment and Monitoring,142.6336776,142.6336776,142.6336776,16304,2325499.48,1
Paediatric,1151.347401,473.010806,4019.632905,384563,295238678.7,46
Paediatric Abdominal Pain with CC Score 0,604.7896603,604.7896603,604.7896603,19721,11927056.89,1
Paediatric Abdominal Pain with CC Score 1-2,716.405166,716.405166,716.405166,14280,10230265.77,1
Paediatric Abdominal Pain with CC Score 3+,1120.628027,1120.628027,1120.628027,3471,3889699.88,1
Paediatric Acute Bronchiolitis with CC Score 0,934.1322377,934.1322377,934.1322377,28252,26391103.98,1
Paediatric Acute Bronchiolitis with CC Score 1,1267.773331,1267.773331,1267.773331,7844,9944414.01,1
Paediatric Acute Bronchiolitis with CC Score 2-4,1898.569979,1898.569979,1898.569979,5353,10163045.1,1
Paediatric Acute Bronchiolitis with CC Score 5+,3668.184444,3668.184444,3668.184444,1276,4680603.35,1
Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more,5545.819849,2879.279943,9383.424198,2310,11871731.41,3
Paediatric Admission for Unexplained Symptoms,841.0901008,614.4288102,1067.751392,6196,5240406.91,2
Paediatric Behavioural Disorders with CC Score 0,1005.835924,1005.835924,1005.835924,4816,4844105.81,1
Paediatric Behavioural Disorders with CC Score 1+,1733.651666,1733.651666,1733.651666,5036,8730669.79,1
Paediatric Blood Cell Disorders with CC Score 0,716.3194155,716.3194155,716.3194155,2224,1593094.38,1
Paediatric Blood Cell Disorders with CC Score 1-4,1194.135478,1194.135478,1194.135478,4261,5088211.27,1
Paediatric Blood Cell Disorders with CC Score 5+,5432.618157,5432.618157,5432.618157,1042,5660788.12,1
Paediatric Brain Tumours with length of stay 1 day or more,3870.100828,2393.969974,5346.231681,1405,6365977.97,2
Paediatric Cardiac Conditions with CC Score 0,1161.931586,1161.931586,1161.931586,2660,3090738.02,1
Paediatric Cardiac Conditions with CC Score 10-12,5645.169876,5645.169876,5645.169876,804,4538716.58,1
Paediatric Cardiac Conditions with CC Score 1-2,1577.038548,1577.038548,1577.038548,3658,5768807.01,1
Paediatric Cardiac Conditions with CC Score 13+,9292.330767,9292.330767,9292.330767,756,7025002.06,1
Paediatric Cardiac Conditions with CC Score 3-5,2489.633951,2489.633951,2489.633951,3728,9281355.37,1
Paediatric Cardiac Conditions with CC Score 6-9,3630.847419,3630.847419,3630.847419,2608,9469250.07,1
Paediatric Chest Pain with CC Score 0,456.2881933,456.2881933,456.2881933,1821,830900.8,1
Paediatric Chest Pain with CC Score 1+,576.8623438,576.8623438,576.8623438,2752,1587525.17,1
Paediatric Child Safeguarding (Welfare and Protection),1673.381374,1673.381374,1673.381374,713,1193120.92,1
Paediatric Coagulation Disorders with CC Score 0,668.243375,668.243375,668.243375,3043,2033464.59,1
Paediatric Coagulation Disorders with CC Score 1+,915.9335128,915.9335128,915.9335128,2340,2143284.42,1
Paediatric Congenital,1993.787947,760.9706299,4051.755601,3892,6033611.16,6
Paediatric Congenital Mental Health Conditions with CC Score 0,820.446701,820.446701,820.446701,97,79583.33,1
Paediatric Congenital Mental Health Conditions with CC Score 1-2,1184.222893,1184.222893,1184.222893,159,188291.44,1
Paediatric Congenital Mental Health Conditions with CC Score 3+,4700.668255,4700.668255,4700.668255,212,996541.67,1
Paediatric Congenital Nervous System Conditions with CC Score 0,919.0359492,919.0359492,919.0359492,1064,977854.25,1
Paediatric Congenital Nervous System Conditions with CC Score 1,1202.398562,1202.398562,1202.398562,584,702200.76,1
Paediatric Congenital Nervous System Conditions with CC Score 2-3,1638.700622,1638.700622,1638.700622,643,1053684.5,1
Paediatric Congenital Nervous System Conditions with CC Score 4+,3674.653587,3674.653587,3674.653587,368,1352272.52,1
Paediatric Congenital Other Conditions with CC Score 0,1121.369889,1121.369889,1121.369889,450,504616.45,1
Paediatric Congenital Other Conditions with CC Score 1+,2074.269419,2074.269419,2074.269419,637,1321309.62,1
Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0,927.4102331,927.4102331,927.4102331,3561,3302507.84,1
Paediatric Congenital Other Musculoskeletal Conditions with CC Score 1,1095.717598,1095.717598,1095.717598,1020,1117631.95,1
Paediatric Congenital Other Musculoskeletal Conditions with CC Score 2+,2475.444564,2475.444564,2475.444564,802,1985306.54,1
Paediatric Congenital Renal Conditions with CC Score 0,695.3938095,695.3938095,695.3938095,651,452701.37,1
Paediatric Congenital Renal Conditions with CC Score 1,1098.955306,1098.955306,1098.955306,343,376941.67,1
Paediatric Congenital Renal Conditions with CC Score 2+,2282.416226,2282.416226,2282.416226,514,1173161.94,1
Paediatric Congenital Respiratory Tract Conditions with CC Score 0,691.135,691.135,691.135,220,152049.7,1
Paediatric Congenital Respiratory Tract Conditions with CC Score 1+,3619.275071,3619.275071,3619.275071,280,1013397.02,1
Paediatric Congenital Skin Conditions with CC Score 0,840.9192657,840.9192657,840.9192657,463,389345.62,1
Paediatric Congenital Skin Conditions with CC Score 1+,1758.911548,1758.911548,1758.911548,420,738742.85,1
Paediatric Congenital Spinal Conditions with CC Score 0,1088.736101,1088.736101,1088.736101,336,365815.33,1
Paediatric Congenital Spinal Conditions with CC Score 1+,1863.383895,1863.383895,1863.383895,647,1205609.38,1
Paediatric Critical Care,2470.278885,870.4964489,5440.133557,181249,302831452.8,9
Paediatric Cystic Fibrosis with CC Score 0,0,0,0,0,0,1
Paediatric Cystic Fibrosis with CC Score 1,0,0,0,0,0,1
Paediatric Cystic Fibrosis with CC Score 2-4,0,0,0,0,0,1
Paediatric Cystic Fibrosis with CC Score 5+,0,0,0,0,0,1
Paediatric Developmental Disorders with CC Score 0,842.9258498,842.9258498,842.9258498,253,213260.24,1
Paediatric Developmental Disorders with CC Score 1,927.5172222,927.5172222,927.5172222,216,200343.72,1
Paediatric Developmental Disorders with CC Score 2+,3346.045,3346.045,3346.045,320,1070734.4,1
Paediatric Diabetes Mellitus,1862.578495,1252.680962,3990.032989,11689,18626526.73,5
Paediatric Disorders of Immunity with CC Score 0,613.1671453,613.1671453,613.1671453,1170,717405.56,1
Paediatric Disorders of Immunity with CC Score 1+,2942.777928,2942.777928,2942.777928,1858,5467681.39,1
Paediatric Eating Disorders with CC Score 0,4713.646275,4713.646275,4713.646275,714,3365543.44,1
Paediatric Eating Disorders with CC Score 1+,5855.164504,5855.164504,5855.164504,797,4666566.11,1
Paediatric Endocrine Disorders,1221.894255,674.5169463,2120.263837,7631,7108921.85,3
Paediatric Epilepsy Syndrome with CC Score 0,988.8150506,988.8150506,988.8150506,3950,3905819.45,1
Paediatric Epilepsy Syndrome with CC Score 1-5,1345.95273,1345.95273,1345.95273,7795,10491701.53,1
Paediatric Epilepsy Syndrome with CC Score 6+,3644.313642,3644.313642,3644.313642,1370,4992709.69,1
Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,836.5835541,836.5835541,836.5835541,2144,1793635.14,1
Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,1328.376813,1328.376813,1328.376813,1164,1546230.61,1
Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,3071.845437,3071.845437,3071.845437,1374,4220715.63,1
Paediatric Febrile Convulsions with CC Score 0,678.2038649,678.2038649,678.2038649,9017,6115364.25,1
Paediatric Febrile Convulsions with CC Score 1-3,875.5585238,875.5585238,875.5585238,7431,6506275.39,1
Paediatric Febrile Convulsions with CC Score 4+,1241.348871,1241.348871,1241.348871,1497,1858299.26,1
Paediatric Febrile Neutropenia with Malignancy,8425.770201,2854.066198,17276.60251,3468,25527115.52,4
Paediatric Fever of Unknown Origin with CC Score 0,622.1262302,622.1262302,622.1262302,6202,3858426.88,1
Paediatric Fever of Unknown Origin with CC Score 1-2,855.3289594,855.3289594,855.3289594,7467,6386741.34,1
Paediatric Fever of Unknown Origin with CC Score 3+,1671.394237,1671.394237,1671.394237,2207,3688767.08,1
Paediatric Inflammatory Bowel Disease with CC Score 0,637.7773505,637.7773505,637.7773505,9130,5822907.21,1
Paediatric Inflammatory Bowel Disease with CC Score 1+,1362.393653,1362.393653,1362.393653,4375,5960472.23,1
Paediatric Intermediate Infections with CC Score 0,913.7296162,913.7296162,913.7296162,18423,16833640.72,1
Paediatric Intermediate Infections with CC Score 1,1186.955531,1186.955531,1186.955531,12600,14955639.69,1
Paediatric Intermediate Infections with CC Score 2-4,1507.401328,1507.401328,1507.401328,8591,12950084.81,1
Paediatric Intermediate Infections with CC Score 5+,3054.261716,3054.261716,3054.261716,1661,5073128.71,1
Paediatric Intermediate Injury without Intracranial Injury,1227.673922,1007.415275,1447.932568,4337,4904388.56,2
Paediatric Intracranial Injury with CC Score 0,1398.619602,1398.619602,1398.619602,176,246157.05,1
Paediatric Intracranial Injury with CC Score 1-2,1626.706758,1626.706758,1626.706758,364,592121.26,1
Paediatric Intracranial Injury with CC Score 3+,3112.987663,3112.987663,3112.987663,475,1478669.14,1
Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis,3041.236069,901.365097,7461.391757,58060,87684049.47,6
Paediatric Major Gastrointestinal Disorders with CC Score 0,1322.501279,1322.501279,1322.501279,3034,4012468.88,1
Paediatric Major Gastrointestinal Disorders with CC Score 1-2,1860.563151,1860.563151,1860.563151,2098,3903461.49,1
Paediatric Major Gastrointestinal Disorders with CC Score 3-4,2715.864117,2715.864117,2715.864117,1127,3060778.86,1
Paediatric Major Gastrointestinal Disorders with CC Score 5-6,3077.026298,3077.026298,3077.026298,724,2227767.04,1
Paediatric Major Gastrointestinal Disorders with CC Score 7+,9312.524651,9312.524651,9312.524651,860,8008771.2,1
Paediatric Major Infections with CC Score 0,1572.6354,1572.6354,1572.6354,7393,11626493.51,1
Paediatric Major Infections with CC Score 1,2245.931726,2245.931726,2245.931726,4189,9408208,1
Paediatric Major Infections with CC Score 2-4,2943.018395,2943.018395,2943.018395,4075,11992799.96,1
Paediatric Major Infections with CC Score 5-6,4026.134269,4026.134269,4026.134269,684,2753875.84,1
Paediatric Major Infections with CC Score 7+,7411.339734,7411.339734,7411.339734,713,5284285.23,1
Paediatric Major Injury without Intracranial Injury,3985.756102,3732.404099,4239.108105,2139,8389988.98,2
Paediatric Metabolic Disorders with CC Score 0,1676.066905,1676.066905,1676.066905,966,1619080.63,1
Paediatric Metabolic Disorders with CC Score 1-3,2152.269889,2152.269889,2152.269889,1077,2317994.67,1
Paediatric Metabolic Disorders with CC Score 4+,4510.917296,4510.917296,4510.917296,773,3486939.07,1
Paediatric Minor Infections with CC Score 0,579.1797646,579.1797646,579.1797646,20564,11910252.68,1
Paediatric Minor Infections with CC Score 1-3,678.473403,678.473403,678.473403,68292,46334305.64,1
Paediatric Minor Infections with CC Score 4+,1057.02671,1057.02671,1057.02671,3571,3774642.38,1
Paediatric Minor Injury without Intracranial Injury,911.4867912,743.1457045,1194.53125,32111,25282427.25,3
Paediatric Neoplasm Diagnoses with length of stay 0 days,799.5568897,799.5568897,799.5568897,13224,10573340.31,1
Paediatric Nervous System Disorders with CC Score 0,876.8970579,876.8970579,876.8970579,7804,6843304.64,1
Paediatric Nervous System Disorders with CC Score 1,1126.826179,1126.826179,1126.826179,3839,4325885.7,1
Paediatric Nervous System Disorders with CC Score 2-4,1575.240766,1575.240766,1575.240766,5421,8539380.19,1
Paediatric Nervous System Disorders with CC Score 5-7,2730.62109,2730.62109,2730.62109,1715,4683015.17,1
Paediatric Nervous System Disorders with CC Score 8+,7627.281234,7627.281234,7627.281234,940,7169644.36,1
Paediatric Non-Intracranial Head Injury with CC Score 0,561.8848486,561.8848486,561.8848486,4195,2357106.94,1
Paediatric Non-Intracranial Head Injury with CC Score 1+,690.7805109,690.7805109,690.7805109,4737,3272227.28,1
Paediatric Non-Surgical Ophthalmology with CC Score 0,925.9286201,925.9286201,925.9286201,6080,5629646.01,1
Paediatric Non-Surgical Ophthalmology with CC Score 1+,1242.409264,1242.409264,1242.409264,1753,2177943.44,1
Paediatric Other Gastrointestinal Disorders with CC Score 0,724.8404011,724.8404011,724.8404011,20965,15196279.01,1
Paediatric Other Gastrointestinal Disorders with CC Score 1-3,1092.909952,1092.909952,1092.909952,13828,15112758.82,1
Paediatric Other Gastrointestinal Disorders with CC Score 4+,3363.440196,3363.440196,3363.440196,3826,12868522.19,1
Paediatric Other Haematological Malignancies with length of stay 1 day or more,9512.293204,9512.293204,9512.293204,412,3919064.8,1
Paediatric Other Neoplasms with length of stay 1 day or more,4883.844957,2604.885557,8329.461243,5090,21730300.28,3
Paediatric Other Renal Diseases with CC Score 0,595.8587777,595.8587777,595.8587777,7003,4172799.02,1
Paediatric Other Renal Diseases with CC Score 1,725.9375579,725.9375579,725.9375579,2633,1911393.59,1
Paediatric Other Renal Diseases with CC Score 2-3,977.5736823,977.5736823,977.5736823,1920,1876941.47,1
Paediatric Other Renal Diseases with CC Score 4+,2317.04878,2317.04878,2317.04878,754,1747054.78,1
Paediatric Renal Disease with Renal Failure,2276.996728,889.9747963,4400.145638,3583,8343456.58,3
Paediatric Respite Care,1613.684805,1613.684805,1613.684805,1305,2105858.67,1
Paediatric Sickle-Cell Anaemia with Crisis,1937.660413,1393.617438,2481.703388,2960,5727858.22,2
Paediatric Skin Disorders with CC Score 0,745.6589528,745.6589528,745.6589528,10170,7583351.55,1
Paediatric Skin Disorders with CC Score 1,875.8339448,875.8339448,875.8339448,2464,2158054.84,1
Paediatric Skin Disorders with CC Score 2-3,1090.321986,1090.321986,1090.321986,2538,2767237.2,1
Paediatric Skin Disorders with CC Score 4+,2245.743765,2245.743765,2245.743765,911,2045872.57,1
Paediatric Thalassaemia with CC Score 0,598.4502456,598.4502456,598.4502456,3950,2363878.47,1
Paediatric Thalassaemia with CC Score 1+,733.6095438,733.6095438,733.6095438,1074,787896.65,1
Paediatric Upper Respiratory Tract Disorders with CC Score 0,591.2521849,591.2521849,591.2521849,5085,3006517.36,1
Paediatric Upper Respiratory Tract Disorders with CC Score 1,681.0282986,681.0282986,681.0282986,3121,2125489.32,1
Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,934.6716009,934.6716009,934.6716009,2761,2580628.29,1
Paediatric Upper Respiratory Tract Disorders with CC Score 5+,1911.49894,1911.49894,1911.49894,896,1712703.05,1
Pancreatic Necrosectomy,13497.81739,13497.81739,13497.81739,234,3158489.27,1
Parathyroid Procedures with CC Score 0-1,2661.613169,2661.613169,2661.613169,2256,6004599.31,1
Parathyroid Procedures with CC Score 2+,3344.016211,3344.016211,3344.016211,1589,5313641.76,1
Parathyroid Scan,223.8963589,223.8963589,223.8963589,9497,2126343.72,1
Pathological Fractures with CC Score 0-2,908.1112434,908.1112434,908.1112434,2445,2220331.99,1
Pathological Fractures with CC Score 11+,4777.485011,4777.485011,4777.485011,1307,6244172.91,1
Pathological Fractures with CC Score 3-5,1681.926628,1681.926628,1681.926628,3049,5128194.29,1
Pathological Fractures with CC Score 6-7,2411.465668,2411.465668,2411.465668,1662,4007855.94,1
Pathological Fractures with CC Score 8-10,3350.590836,3350.590836,3350.590836,1770,5930545.78,1
Penile Disorders with Interventions,3271.373502,3271.373502,3271.373502,574,1877768.39,1
Penile Disorders without Interventions,716.9938563,716.9938563,716.9938563,2492,1786748.69,1
Percutaneous,2044.903847,575.6602354,2921.343405,2288,2825206.75,3
Percutaneous Ablation of,3111.639732,3068.445841,3154.833623,874,2711625.45,2
Percutaneous Ablation of Lesion of Bone,2663.505882,2663.505882,2663.505882,136,362236.8,1
Percutaneous Ablation of Lesion of Respiratory Tract,2782.593281,2782.593281,2782.593281,445,1238254.01,1
Percutaneous Aspiration of Pleural Cavity,534.906114,534.906114,534.906114,8492,4542422.72,1
Percutaneous Biopsy of Lesion of,706.2083763,706.2083763,706.2083763,9189,6489348.77,1
Percutaneous Biopsy of Lesion of Pleura,672.4671034,672.4671034,672.4671034,580,390030.92,1
Percutaneous Cryoablation of Lesion of Kidney,5001.905556,5001.905556,5001.905556,189,945360.15,1
Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-1,2426.735742,2426.735742,2426.735742,1207,2929070.04,1
Percutaneous Diagnostic Electrophysiology Studies with CC Score 2+,2820.877197,2820.877197,2820.877197,628,1771510.88,1
Percutaneous Drainage of Hepatobiliary System,1288.341806,1288.341806,1288.341806,825,1062881.99,1
Percutaneous Drainage of Pleural Cavity,823.3010892,823.3010892,823.3010892,10843,8927053.71,1
Percutaneous Insertion of Multiple Stents,10528.53203,10528.53203,10528.53203,231,2432090.9,1
Percutaneous Insertion of Single Metal Stent,5545.522596,4628.597927,6462.447266,292,1586283.31,2
Percutaneous Insertion of Single Other Stent,5061.242088,3374.529413,6747.954763,1104,5149065.97,2
Percutaneous Insertion of Single Stent,9624.690911,8074.768186,11174.61364,479,4686173.16,2
Percutaneous Multiple Drainage of Abdominal Abscess,9832.723939,6699.529727,12965.91815,356,3469117.78,2
Percutaneous Needle Biopsy of Lesion of Kidney,1198.814576,883.9946719,1513.63448,7263,6656568.23,2
Percutaneous Nephrolithotomy with CC Score 0-1,4621.774273,4621.774273,4621.774273,915,4228923.46,1
Percutaneous Nephrolithotomy with CC Score 2+,5999.273102,5999.273102,5999.273102,490,2939643.82,1
Percutaneous Punch Biopsy of Lesion of Liver,1332.158573,693.2740811,1971.043065,11394,8566160.29,2
Percutaneous Single Drainage of Abdominal Abscess,4881.109877,2470.588211,7465.552432,3436,15163605.8,3
Percutaneous Transluminal,3134.439594,1197.994013,6004.241024,17801,26957589.66,4
Percutaneous Transluminal Angioplasty,6575.459625,6575.459625,6575.459625,533,3504719.98,1
Percutaneous Transluminal Angioplasty of Multiple Blood Vessels with CC Score 0-2,2146.036503,2146.036503,2146.036503,835,1791940.48,1
Percutaneous Transluminal Angioplasty of Multiple Blood Vessels with CC Score 3-5,2850.807483,2850.807483,2850.807483,731,2083940.27,1
Percutaneous Transluminal Angioplasty of Multiple Blood Vessels with CC Score 6+,6910.1873,6910.1873,6910.1873,574,3966447.51,1
Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 0-2,1684.417706,1684.417706,1684.417706,5074,8546735.44,1
Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 3-5,2382.640788,2382.640788,2382.640788,4173,9942760.01,1
Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 6-8,3783.085629,3783.085629,3783.085629,1599,6049153.92,1
Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 9+,7642.66803,7642.66803,7642.66803,1315,10050108.46,1
Percutaneous Transluminal Angioplasty with Insertion of,5072.588218,5072.588218,5072.588218,623,3160222.46,1
Percutaneous Transluminal Angioplasty with Insertion of Multiple Metal Stents into Peripheral Blood Vessels,5410.366751,4123.445952,6697.287549,1305,7334642.74,2
Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel,4685.877221,2988.408857,7413.595902,4373,18564315.14,3
Percutaneous Transluminal Angioplasty with Insertion of Stent Graft into Peripheral Blood Vessel,6426.941203,6426.941203,6426.941203,449,2885696.6,1
Percutaneous Transluminal Arteriography,1798.128172,1798.128172,1798.128172,3238,5822339.02,1
Percutaneous Transluminal Embolisation of,11475.22204,4329.319631,19388.5743,3798,42588636.76,10
Percutaneous Transluminal Embolisation of Intracranial Arteriovenous Malformation,9660.790363,9660.790363,9660.790363,331,3197721.61,1
Percutaneous Transluminal Embolisation of Peripheral Arteriovenous Malformation,3638.367558,3638.367558,3638.367558,475,1728224.59,1
Percutaneous Transluminal Embolisation of Peripheral Blood Vessel with CC Score 0-2,2794.03303,2794.03303,2794.03303,1756,4906322,1
Percutaneous Transluminal Embolisation of Peripheral Blood Vessel with CC Score 3-5,3328.365755,3328.365755,3328.365755,1079,3591306.65,1
Percutaneous Transluminal Embolisation of Peripheral Blood Vessel with CC Score 6+,5889.846815,5889.846815,5889.846815,942,5548235.7,1
Percutaneous Transluminal Other Procedures on,5787.35969,5787.35969,5787.35969,258,1493138.8,1
Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 0-3,382.5286565,382.5286565,382.5286565,7473,2858636.65,1
Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 4+,4500.485172,4500.485172,4500.485172,493,2218739.19,1
Percutaneous Transvascular Biopsy of Lesion of Liver,1251.665936,1251.665936,1251.665936,721,902451.14,1
Percutaneous Vertebroplasty of,4274.469965,4274.469965,4274.469965,286,1222498.41,1
Percutaneous Vertebroplasty of One Level of Spine,1843.862937,1843.862937,1843.862937,2026,3735666.31,1
Percutaneous Vertebroplasty of Two Levels of Spine,4454.406778,4454.406778,4454.406778,329,1465499.83,1
Peripheral Blood Stem Cell Harvest,1233.223942,1233.223942,1233.223942,2854,3519621.13,1
Peripheral Blood Stem Cell Transplant,35235.12798,426.4816667,81621.93886,3221,80900163.55,9
Peripheral Insertion of Central Venous Catheter,1316.457853,639.5210148,1993.394692,18526,12595104.59,2
Peripheral Vascular Disorders with CC Score 0-1,708.8120452,708.8120452,708.8120452,13055,9253541.25,1
Peripheral Vascular Disorders with CC Score 11-14,4041.009492,4041.009492,4041.009492,3879,15675075.82,1
Peripheral Vascular Disorders with CC Score 15+,5742.636475,5742.636475,5742.636475,1478,8487616.71,1
Peripheral Vascular Disorders with CC Score 2-4,1330.782455,1330.782455,1330.782455,15949,21224649.38,1
Peripheral Vascular Disorders with CC Score 5-7,2007.323361,2007.323361,2007.323361,10209,20492764.19,1
Peripheral Vascular Disorders with CC Score 8-10,2802.852883,2802.852883,2802.852883,5512,15449325.09,1
Peritoneal Dialysis for Acute Kidney Injury,157.6628727,131.4357455,183.89,362,52143.26,2
Phacoemulsification Cataract Extraction and Lens Implant,937.4871046,889.957,990.9831219,278078,250506933.8,3
Photodynamic Therapy,203.1013323,203.1013323,203.1013323,9720,1974144.95,1
Phototherapy or Photochemotherapy,184.4392672,86.77896517,282.0995692,561135,52235681.85,2
Pinnaplasty,2275.849836,2275.849836,2275.849836,1156,2630882.41,1
Planned Caesarean Section with CC Score 0-1,3121.141012,3121.141012,3121.141012,42213,131752725.5,1
Planned Caesarean Section with CC Score 2-3,3685.344467,3685.344467,3685.344467,22986,84711327.91,1
Planned Caesarean Section with CC Score 4+,4630.934098,4630.934098,4630.934098,6454,29888048.67,1
Plasma Cell Disorders with CC Score 0-1,391.9493105,391.9493105,391.9493105,46541,18241712.86,1
Plasma Cell Disorders with CC Score 11+,5355.845474,5355.845474,5355.845474,1940,10390340.22,1
Plasma Cell Disorders with CC Score 2-4,541.481737,541.481737,541.481737,23023,12466534.03,1
Plasma Cell Disorders with CC Score 5-7,1234.45264,1234.45264,1234.45264,6393,7891855.73,1
Plasma Cell Disorders with CC Score 8-10,2572.251402,2572.251402,2572.251402,2082,5355427.42,1
Plasma Exchanges,9774.975062,7766.841776,11055.68904,1377,11244945.08,3
Platelet Disorder Drugs,1510.870532,1510.870532,1510.870532,13167,19893632.3,1
Pleural Effusion with Multiple Interventions,4688.822595,3242.971361,6367.206443,2768,11952509.89,3
Pleural Effusion with Single Intervention,3179.440292,2379.420906,4153.757384,8266,23507211.5,3
Pleural Effusion without Interventions,1500.363904,877.7088541,2275.204255,23222,27251999.13,3
Pleurisy with CC Score 0-2,400.5886995,400.5886995,400.5886995,2945,1179733.72,1
Pleurisy with CC Score 3+,609.2058913,609.2058913,609.2058913,1380,840704.13,1
Pneumothorax or Intrathoracic Injuries,2474.093034,888.8022201,5218.916379,12219,20339192.53,8
Poison Management Drugs,236.1086694,236.1086694,236.1086694,2698,637021.19,1
Poisoning Diagnosis with Multiple Interventions,3318.034091,3318.034091,3318.034091,220,729967.5,1
Poisoning Diagnosis with Single Intervention,2225.638355,1773.790344,2677.486367,834,1760390.61,2
Poisoning Diagnosis without Interventions,712.4678129,544.0432955,880.8923304,114623,66833566.69,2
Positron Emission Tomography (PET),813.6648644,605.61,1038.12,17946,14300142.61,3
Positron Emission Tomography with Computed Tomography (PET-CT) of more than three areas,702.4232153,484.60875,920.2376807,3934,3606274.91,2
Positron Emission Tomography with Computed Tomography (PET-CT) of one area,604.1298104,516.3047012,733.969,21006,11799741.52,3
Positron Emission Tomography with Computed Tomography (PET-CT) of two or three areas,432.1026994,428.1154887,436.08991,3579,1559705.19,2
Post-Natal Disorders with CC Score 0-1,1016.080291,1016.080291,1016.080291,33132,33664772.21,1
Post-Natal Disorders with CC Score 2+,1829.011661,1829.011661,1829.011661,2107,3853727.57,1
Post-Natal Therapeutic Procedures,1703.391531,1703.391531,1703.391531,5877,10010832.03,1
Potential Health Hazard Related to Communicable Diseases,327.2215251,327.2215251,327.2215251,2308,755227.28,1
Preparation for Complex Conformal Radiotherapy,805.2477892,687.9426875,922.5528909,52405,37658481.82,2
Preparation for Hemi Body Irradiation,385.048,385.048,385.048,5,1925.24,1
Preparation for Intensity Modulated Radiation Therapy,1187.027448,1018.843864,1355.211031,36401,41387389.73,2
Preparation for Interstitial Brachytherapy,900.0995191,900.0995191,900.0995191,2246,2021623.52,1
Preparation for Intracavitary Brachytherapy,850.8623912,850.8623912,850.8623912,3538,3010351.14,1
Preparation for Intraluminal Brachytherapy,807.9977778,807.9977778,807.9977778,135,109079.7,1
Preparation for Simple Radiotherapy with Imaging and Dosimetry,409.2394761,357.0054943,461.4734579,14852,5646049.67,2
Preparation for Simple Radiotherapy with Imaging and Simple Calculation,400.3256691,315.2260217,485.4253165,39547,13600791.98,2
Preparation for Superficial Radiotherapy with Simple Calculation,374.7019285,279.2903626,470.1134945,6343,2150513.51,2
Preparation for Total Body Irradiation,1412.797616,1233.116058,1592.479175,310,456294.78,2
Primary Pulmonary Hypertension Drugs,854.9915681,199.0472876,2068.280294,25597,11976310.75,4
Primary Pulmonary Hypertension with CC Score 0-3,923.4145082,923.4145082,923.4145082,244,225313.14,1
Primary Pulmonary Hypertension with CC Score 4-8,1516.675094,1516.675094,1516.675094,373,565719.81,1
Primary Pulmonary Hypertension with CC Score 9+,3279.388908,3279.388908,3279.388908,174,570613.67,1
Procedure Not Carried Out,439.9232821,438.0483141,441.7982501,259698,114310015.4,2
Procedures on the Lymphatic System with CC Score 0,1438.630844,1438.630844,1438.630844,2913,4190731.65,1
Procedures on the Lymphatic System with CC Score 1+,4636.055524,4636.055524,4636.055524,563,2610099.26,1
Procure Chemotherapy Drugs for Regimens in Band 1,282.4698158,282.4698158,282.4698158,116014,32770453.21,1
Procure Chemotherapy Drugs for Regimens in Band 10,2196.936598,2196.936598,2196.936598,191274,420216850.8,1
Procure Chemotherapy Drugs for Regimens in Band 2,347.1793977,347.1793977,347.1793977,140569,48802660.76,1
Procure Chemotherapy Drugs for Regimens in Band 3,395.7302068,395.7302068,395.7302068,70638,27953590.35,1
Procure Chemotherapy Drugs for Regimens in Band 4,446.7127625,446.7127625,446.7127625,55030,24582603.32,1
Procure Chemotherapy Drugs for Regimens in Band 5,736.0705022,736.0705022,736.0705022,25566,18818378.46,1
Procure Chemotherapy Drugs for Regimens in Band 6,548.7105024,548.7105024,548.7105024,96778,53103105,1
Procure Chemotherapy Drugs for Regimens in Band 7,764.3797954,764.3797954,764.3797954,22775,17408749.84,1
Procure Chemotherapy Drugs for Regimens in Band 8,1405.661375,1405.661375,1405.661375,116073,163159332.8,1
Procure Chemotherapy Drugs for Regimens in Band 9,1236.386407,1236.386407,1236.386407,63822,78908653.28,1
Procure Chemotherapy Drugs for Regimens not on the National List,1026.84835,1026.84835,1026.84835,102698,105455271.9,1
